카테고리번호,대분류,중분류,소분류,세분류,카테고리, 네이버상품수량 ,해외직구수량
50007313,여가/생활편의,생활편의,지류/카드 상품권,기프트카드,50007313,776,15
50007309,여가/생활편의,생활편의,지류/카드 상품권,도서/문화상품권,50007309,337,16
50007308,여가/생활편의,생활편의,지류/카드 상품권,백화점/마트상품권,50007308,223,13
50007310,여가/생활편의,생활편의,지류/카드 상품권,영화상품권,50007310,110,14
50007311,여가/생활편의,생활편의,지류/카드 상품권,외식상품권,50007311,247,2
50007307,여가/생활편의,생활편의,지류/카드 상품권,주유상품권,50007307,7,0
50007321,여가/생활편의,예체능레슨,골프레슨,,50007321,293,0
50007322,여가/생활편의,예체능레슨,구기 스포츠,,50007322,261,0
50007332,여가/생활편의,예체능레슨,기타,,50007332,773,0
50007327,여가/생활편의,예체능레슨,댄스/무용,,50007327,208,0
50007320,여가/생활편의,예체능레슨,무예/무도,,50007320,118,0
50007329,여가/생활편의,예체능레슨,미술,,50007329,226,0
50007328,여가/생활편의,예체능레슨,보컬/악기,,50007328,972,0
50007326,여가/생활편의,예체능레슨,아웃도어스포츠,기타,50007326,133,1
50007325,여가/생활편의,예체능레슨,아웃도어스포츠,서핑/다이빙,50007325,"1,243",1
50007324,여가/생활편의,예체능레슨,아웃도어스포츠,스키/보드,50007324,464,0
50007330,여가/생활편의,예체능레슨,피트니스/PT,,50007330,"2,224",0
50007331,여가/생활편의,예체능레슨,필라테스/요가,,50007331,"1,695",0
50007215,여가/생활편의,원데이클래스,기타클래스,,50007215,"10,007",26
50007201,여가/생활편의,원데이클래스,수공예 클래스,가죽공예,50007201,"14,988",10459
50007212,여가/생활편의,원데이클래스,수공예 클래스,기타수공예,50007212,"10,101",3031
50007204,여가/생활편의,원데이클래스,수공예 클래스,도자기,50007204,"1,661",770
50007203,여가/생활편의,원데이클래스,수공예 클래스,드로잉,50007203,"2,044",1091
50007209,여가/생활편의,원데이클래스,수공예 클래스,뜨개질,50007209,"2,077",647
50007205,여가/생활편의,원데이클래스,수공예 클래스,목공예,50007205,"13,122",11739
50007207,여가/생활편의,원데이클래스,수공예 클래스,비누,50007207,"2,789",1026
50007211,여가/생활편의,원데이클래스,수공예 클래스,수예,50007211,749,240
50007210,여가/생활편의,원데이클래스,수공예 클래스,자수,50007210,684,412
50007208,여가/생활편의,원데이클래스,수공예 클래스,주얼리,50007208,832,24
50007206,여가/생활편의,원데이클래스,수공예 클래스,캔들/방향제/향수,50007206,"4,020",1827
50007202,여가/생활편의,원데이클래스,수공예 클래스,플라워,50007202,"2,056",71
50007214,여가/생활편의,원데이클래스,쿠킹 클래스,기타쿠킹,50007214,416,9
50007213,여가/생활편의,원데이클래스,쿠킹 클래스,베이킹,50007213,"1,490",720
50007337,여가/생활편의,자기계발/취미 레슨,공예,,50007337,"3,341",0
50007338,여가/생활편의,자기계발/취미 레슨,뷰티,,50007338,794,0
50007336,여가/생활편의,자기계발/취미 레슨,외국어,기타외국어,50007336,262,1
50007335,여가/생활편의,자기계발/취미 레슨,외국어,영어,50007335,832,0
50007340,여가/생활편의,자기계발/취미 레슨,취업/자격증/기타,,50007340,"1,235",0
50007339,여가/생활편의,자기계발/취미 레슨,커피/요리,,50007339,90,1
50007260,여가/생활편의,해외여행,와이파이/USIM,,50007260,"13,870",6068
50007258,여가/생활편의,해외여행,해외숙박,,50007258,"125,733",1410
50007257,여가/생활편의,해외여행,해외패키지/기타,,50007257,"37,307",843
50007346,여가/생활편의,홈케어서비스,가전/가구 설치,,50007346,"4,577",3
50007347,여가/생활편의,홈케어서비스,이사/청소,,50007347,"5,935",153
50000222,출산/육아,교구,비디오/DVD,,50000222,"2,028",14
50006398,출산/육아,교구,학습교구,기타교구,50006398,"139,926",2408
50006397,출산/육아,교구,학습교구,미술교구,50006397,"103,731",1573
50006394,출산/육아,교구,학습교구,수학교구,50006394,"38,898",7276
50006395,출산/육아,교구,학습교구,영어교구,50006395,"3,837",275
50006396,출산/육아,교구,학습교구,자연/과학교구,50006396,"672,781",86298
50006393,출산/육아,교구,학습교구,한글교구,50006393,"4,651",1
50000221,출산/육아,교구,학습보드게임,,50000221,"76,314",6483
50000625,출산/육아,구강청결용품,기타구강청결용품,,50000625,"9,870",5281
50000623,출산/육아,구강청결용품,손가락빨기방지용품,,50000623,717,142
50000621,출산/육아,구강청결용품,유아구강세정제,,50000621,"2,833",53
50000622,출산/육아,구강청결용품,유아구강청결티슈,,50000622,"2,407",21
50000620,출산/육아,구강청결용품,유아치약,,50000620,"28,257",547
50000619,출산/육아,구강청결용품,유아칫솔,,50000619,"67,609",7262
50000729,출산/육아,기저귀,국내기저귀,,50000729,"115,085",1246
50003701,출산/육아,기저귀,기능성기저귀,기저귀밴드,50003701,"1,387",7
50003700,출산/육아,기저귀,기능성기저귀,기저귀커버,50003700,"1,697",1071
50003699,출산/육아,기저귀,기능성기저귀,땅콩기저귀,50003699,543,1
50003698,출산/육아,기저귀,기능성기저귀,수영장기저귀,50003698,"2,818",568
50003697,출산/육아,기저귀,기능성기저귀,천기저귀,50003697,"6,970",2989
50000730,출산/육아,기저귀,수입기저귀,,50000730,"19,557",3465
50000716,출산/육아,목욕용품,기타목욕용품,,50000716,"14,145",914
50000715,출산/육아,목욕용품,욕실정리망/정리함,,50000715,"10,765",1307
50000707,출산/육아,목욕용품,유아목욕가운,,50000707,"21,514",7211
50000706,출산/육아,목욕용품,유아목욕의자,,50000706,"5,535",1060
50000710,출산/육아,목욕용품,유아목욕장갑/스펀지,,50000710,"7,537",1716
50000714,출산/육아,목욕용품,유아목욕장난감,,50000714,"76,759",25423
50000708,출산/육아,목욕용품,유아목욕타월,,50000708,"35,600",15285
50000709,출산/육아,목욕용품,유아샴푸캡,,50000709,"12,263",4067
50000711,출산/육아,목욕용품,유아세면대/수도꼭지,,50000711,"23,278",5019
50000705,출산/육아,목욕용품,유아욕조,,50000705,"18,123",10279
50000713,출산/육아,목욕용품,유아욕탕온도계,,50000713,"4,713",848
50009640,출산/육아,물티슈,기능성물티슈,비데용,50009640,"11,286",342
50009660,출산/육아,물티슈,기능성물티슈,손소독용,50009660,"29,519",586
50005402,출산/육아,물티슈,리필형,,50005402,"17,313",672
50009700,출산/육아,물티슈,물티슈워머/물티슈캡,,50009700,"5,920",1261
50005401,출산/육아,물티슈,캡형,,50005401,"182,030",3391
50009680,출산/육아,물티슈,코인티슈/업소용,,50009680,"7,742",398
50005405,출산/육아,물티슈,혼합세트,,50005405,"3,501",71
50005403,출산/육아,물티슈,휴대용,,50005403,"34,000",968
50000854,출산/육아,분유,국내분유,,50000854,"56,042",1459
50000855,출산/육아,분유,수입분유,,50000855,"21,147",12638
50000856,출산/육아,분유,특수분유,,50000856,"8,576",427
50000634,출산/육아,소독/살균용품,장난감소독기,,50000634,"3,289",238
50000633,출산/육아,소독/살균용품,젖병건조대,,50000633,"4,846",1094
50000630,출산/육아,소독/살균용품,젖병세정제,,50000630,"14,867",417
50000629,출산/육아,소독/살균용품,젖병소독기,,50000629,"6,840",2436
50000631,출산/육아,소독/살균용품,젖병솔,,50000631,"34,939",1384
50000632,출산/육아,소독/살균용품,젖병집게,,50000632,"1,516",55
50000361,출산/육아,수영복/용품,남아수영복,,50000361,"103,082",20818
50000363,출산/육아,수영복/용품,수경/수모/귀마개,,50000363,"20,578",3620
50000365,출산/육아,수영복/용품,수영가방/비치백,,50000365,"25,035",6632
50000362,출산/육아,수영복/용품,여아수영복,,50000362,"145,462",64794
50000685,출산/육아,수유용품,기타수유용품,,50000685,"20,447",1140
50000746,출산/육아,수유용품,노리개젖꼭지,,50000746,"12,066",707
50000677,출산/육아,수유용품,모유보관비닐팩,,50000677,"4,034",661
50000675,출산/육아,수유용품,보틀워머,,50000675,"4,720",1509
50000674,출산/육아,수유용품,분유케이스,,50000674,"3,215",582
50000680,출산/육아,수유용품,수유가리개,,50000680,598,175
50000679,출산/육아,수유용품,수유쿠션/시트,,50000679,"14,074",3371
50000681,출산/육아,수유용품,수유패드,,50000681,"2,977",555
50000684,출산/육아,수유용품,유두케어/젖몸살용품,,50000684,"1,973",583
50000673,출산/육아,수유용품,유축기,,50000673,"4,322",2103
50000745,출산/육아,수유용품,젖꼭지,,50000745,"7,767",516
50000743,출산/육아,수유용품,젖병,,50000743,"31,807",2878
50000717,출산/육아,스킨/바디용품,기저귀크림,,50000717,"3,647",1463
50000728,출산/육아,스킨/바디용품,기타스킨/바디용품,,50000728,"6,067",919
50006148,출산/육아,스킨/바디용품,색조화장품,,50006148,"1,054",262
50007108,출산/육아,스킨/바디용품,어린이네일케어,,50007108,"16,959",4570
50000719,출산/육아,스킨/바디용품,유아로션,,50000719,"39,220",5260
50000723,출산/육아,스킨/바디용품,유아립케어,,50000723,"2,343",212
50000726,출산/육아,스킨/바디용품,유아바스/샴푸,,50000726,"55,338",14445
50000724,출산/육아,스킨/바디용품,유아비누,,50000724,"9,561",884
50000721,출산/육아,스킨/바디용품,유아선크림,,50000721,"19,851",5148
50000720,출산/육아,스킨/바디용품,유아오일,,50000720,"9,806",2386
50000727,출산/육아,스킨/바디용품,유아입욕제,,50000727,"8,835",2133
50000718,출산/육아,스킨/바디용품,유아크림,,50000718,"26,936",6050
50000722,출산/육아,스킨/바디용품,유아파우더,,50000722,"3,454",799
50005411,출산/육아,스킨/바디용품,혼합세트,,50005411,"4,724",432
50005306,출산/육아,신생아의류,가제손수건,,50005306,"11,967",1013
50000526,출산/육아,신생아의류,레그/스패츠,,50000526,"1,164",86
50000528,출산/육아,신생아의류,바디슈트/롬퍼,,50000528,"262,357",48314
50000529,출산/육아,신생아의류,배냇저고리,,50000529,"64,509",249
50005307,출산/육아,신생아의류,세트,,50005307,"28,716",2760
50000530,출산/육아,신생아의류,손/발싸개,,50000530,"26,317",1019
50000531,출산/육아,신생아의류,신생아모자/보닛,,50000531,"36,965",1427
50000532,출산/육아,신생아의류,우주복,,50000532,"188,480",12793
50000739,출산/육아,아기간식,유아과자,,50000739,"50,011",6717
50000738,출산/육아,아기간식,유아두유,,50000738,"2,032",6
50005467,출산/육아,아기간식,유아유제품,,50005467,"7,655",245
50005468,출산/육아,아기간식,유아음료,,50005468,"44,126",2106
50000582,출산/육아,안전용품,디딤대,,50000582,"12,637",3417
50000578,출산/육아,안전용품,머리보호대,,50000578,"7,636",1041
50000583,출산/육아,안전용품,모기밴드/퇴치용품,,50000583,"36,318",4322
50000577,출산/육아,안전용품,모서리보호대,,50000577,"92,355",6037
50000579,출산/육아,안전용품,무릎보호대,,50000579,"11,147",1982
50000580,출산/육아,안전용품,문닫힘방지,,50000580,"47,223",1743
50000576,출산/육아,안전용품,안전문,,50000576,"14,593",1918
50000584,출산/육아,안전용품,안전잠금장치,,50000584,"67,937",15182
50000586,출산/육아,안전용품,콘센트안전커버,,50000586,"19,733",3838
50004643,출산/육아,완구/매트,감각발달완구,기타감각발달완구,50004643,"210,985",125094
50004219,출산/육아,완구/매트,감각발달완구,도형끼우기,50004219,"26,594",478
50004220,출산/육아,완구/매트,감각발달완구,링쌓기/컵쌓기,50004220,"51,173",2801
50004221,출산/육아,완구/매트,감각발달완구,멜로디완구,50004221,"38,864",2349
50004224,출산/육아,완구/매트,감각발달완구,비눗방울,50004224,"83,810",17027
50004225,출산/육아,완구/매트,감각발달완구,아기전화기,50004225,"19,336",5793
50004227,출산/육아,완구/매트,감각발달완구,헝겊완구,50004227,"32,271",2227
50004228,출산/육아,완구/매트,공간놀이기구,그네/그네봉,50004228,"11,341",3218
50004229,출산/육아,완구/매트,공간놀이기구,놀이집,50004229,"9,580",1452
50004230,출산/육아,완구/매트,공간놀이기구,다기능놀이터,50004230,"7,708",1688
50004231,출산/육아,완구/매트,공간놀이기구,미끄럼틀,50004231,"13,215",1961
50004232,출산/육아,완구/매트,공간놀이기구,볼텐트/놀이텐트,50004232,"34,742",18036
50000371,출산/육아,완구/매트,놀이방매트,,50000371,"117,700",21260
50004233,출산/육아,완구/매트,물놀이용품,구명조끼,50004233,"32,648",5633
50004234,출산/육아,완구/매트,물놀이용품,목튜브/암링,50004234,"26,677",6045
50004242,출산/육아,완구/매트,물놀이용품,물총,50004242,"89,010",18511
50004236,출산/육아,완구/매트,물놀이용품,보트,50004236,"4,655",2793
50004237,출산/육아,완구/매트,물놀이용품,보행기튜브,50004237,"32,491",5269
50004243,출산/육아,완구/매트,물놀이용품,비치볼,50004243,"10,732",2944
50004235,출산/육아,완구/매트,물놀이용품,스노클링,50004235,"12,568",3132
50004240,출산/육아,완구/매트,물놀이용품,튜브,50004240,"51,454",8729
50004239,출산/육아,완구/매트,물놀이용품,풀장,50004239,"58,342",22926
50004249,출산/육아,완구/매트,미술놀이,그림판,50004249,"13,174",2543
50004250,출산/육아,완구/매트,미술놀이,기타미술놀이,50004250,"532,299",35686
50004251,출산/육아,완구/매트,미술놀이,물감,50004251,"74,413",4717
50004252,출산/육아,완구/매트,미술놀이,색연필,50004252,"105,380",4546
50004253,출산/육아,완구/매트,미술놀이,색칠공부,50004253,"39,453",2743
50004254,출산/육아,완구/매트,미술놀이,스케치북,50004254,"21,480",425
50006999,출산/육아,완구/매트,미술놀이,오리기,50006999,"1,846",54
50004255,출산/육아,완구/매트,미술놀이,이젤,50004255,"4,856",838
50006998,출산/육아,완구/매트,미술놀이,종이접기,50006998,"37,559",6291
50004256,출산/육아,완구/매트,미술놀이,크레욜라,50004256,"15,346",2468
50004257,출산/육아,완구/매트,미술놀이,크레파스,50004257,"33,416",1453
50004246,출산/육아,완구/매트,미술놀이,클레이,50004246,"202,596",14453
50004248,출산/육아,완구/매트,미술놀이,플레이콘/매직콘,50004248,"30,586",71
50005309,출산/육아,완구/매트,블록,기타블록,50005309,"286,833",116730
50004258,출산/육아,완구/매트,블록,레고,50004258,"315,496",92140
50004259,출산/육아,완구/매트,블록,빅블록,50004259,"7,402",215
50004260,출산/육아,완구/매트,블록,사각/십자블록,50004260,"42,201",363
50004261,출산/육아,완구/매트,블록,옥스포드,50004261,"32,432",986
50004262,출산/육아,완구/매트,블록,원목블록,50004262,"33,480",3719
50004263,출산/육아,완구/매트,블록,자석블록,50004263,"29,793",5337
50004264,출산/육아,완구/매트,블록,종이/소프트블록,50004264,"20,008",3018
50004265,출산/육아,완구/매트,스포츠완구,골프,50004265,"7,311",1240
50004266,출산/육아,완구/매트,스포츠완구,공/소프트볼,50004266,"40,015",3082
50004644,출산/육아,완구/매트,스포츠완구,기타스포츠완구,50004644,"93,664",17525
50004273,출산/육아,완구/매트,스포츠완구,농구대,50004273,"14,554",4409
50004267,출산/육아,완구/매트,스포츠완구,볼링,50004267,"11,734",2796
50004269,출산/육아,완구/매트,스포츠완구,스카이콩콩,50004269,"3,397",781
50004270,출산/육아,완구/매트,스포츠완구,스키/눈썰매,50004270,"11,678",6034
50004271,출산/육아,완구/매트,스포츠완구,야구/캐치볼,50004271,"20,675",1689
50004272,출산/육아,완구/매트,스포츠완구,축구대,50004272,"2,075",80
50004274,출산/육아,완구/매트,스포츠완구,트램펄린/덤블링,50004274,"15,899",10981
50004275,출산/육아,완구/매트,스포츠완구,펀치백/권투,50004275,"4,624",1234
50004276,출산/육아,완구/매트,스포츠완구,헬스기구,50004276,"3,605",1287
50004277,출산/육아,완구/매트,스포츠완구,호핑볼/점핑볼,50004277,"3,369",114
50004645,출산/육아,완구/매트,승용완구,기타승용완구,50004645,"5,741",1777
50004405,출산/육아,완구/매트,승용완구,붕붕카,50004405,"26,625",1559
50004406,출산/육아,완구/매트,승용완구,스프링카,50004406,964,29
50004407,출산/육아,완구/매트,승용완구,시소,50004407,"1,652",383
50004409,출산/육아,완구/매트,승용완구,왜건,50004409,"3,213",1042
50004410,출산/육아,완구/매트,승용완구,전동차,50004410,"13,076",6663
50004412,출산/육아,완구/매트,승용완구,지붕차,50004412,948,60
50004413,출산/육아,완구/매트,승용완구,킥보드/씽씽이,50004413,"36,104",9249
50004414,출산/육아,완구/매트,승용완구,트레일러,50004414,532,381
50004415,출산/육아,완구/매트,승용완구,흔들말,50004415,"10,409",1208
50004646,출산/육아,완구/매트,신생아/영유아완구,기타신생아/영유아완구,50004646,"28,916",958
50004419,출산/육아,완구/매트,신생아/영유아완구,딸랑이,50004419,"41,128",7965
50004420,출산/육아,완구/매트,신생아/영유아완구,모빌,50004420,"24,153",5102
50004425,출산/육아,완구/매트,신생아/영유아완구,베이비룸,50004425,"10,063",1353
50004427,출산/육아,완구/매트,신생아/영유아완구,신생아완구세트,50004427,"2,766",34
50004422,출산/육아,완구/매트,신생아/영유아완구,아기걸음마,50004422,"10,748",681
50004421,출산/육아,완구/매트,신생아/영유아완구,아기체육관,50004421,"7,078",633
50004423,출산/육아,완구/매트,신생아/영유아완구,오뚝이,50004423,"5,781",321
50004424,출산/육아,완구/매트,신생아/영유아완구,치아발육기,50004424,"16,587",3122
50004426,출산/육아,완구/매트,신생아/영유아완구,플레이매트,50004426,"5,724",1838
50004429,출산/육아,완구/매트,언어/학습완구,기타언어/학습완구,50004429,"72,818",6128
50004430,출산/육아,완구/매트,언어/학습완구,낱말카드/학습카드,50004430,"22,974",2330
50004431,출산/육아,완구/매트,언어/학습완구,디지털학습완구,50004431,"6,560",2140
50004435,출산/육아,완구/매트,언어/학습완구,유아용컴퓨터,50004435,"5,670",557
50004436,출산/육아,완구/매트,언어/학습완구,자석놀이,50004436,"49,531",3107
50004437,출산/육아,완구/매트,언어/학습완구,학습벽보,50004437,"15,735",1242
50004428,출산/육아,완구/매트,언어/학습완구,학습보드판,50004428,"24,399",610
50004443,출산/육아,완구/매트,역할놀이/소꿉놀이,가게놀이,50004443,"40,510",5309
50004444,출산/육아,완구/매트,역할놀이/소꿉놀이,가사놀이,50004444,"13,578",5975
50004438,출산/육아,완구/매트,역할놀이/소꿉놀이,공구놀이,50004438,"41,486",4908
50004647,출산/육아,완구/매트,역할놀이/소꿉놀이,기타역할놀이/소꿉놀이,50004647,"127,859",14941
50004439,출산/육아,완구/매트,역할놀이/소꿉놀이,낚시놀이,50004439,"25,934",5886
50004440,출산/육아,완구/매트,역할놀이/소꿉놀이,모래놀이,50004440,"58,402",10717
50004441,출산/육아,완구/매트,역할놀이/소꿉놀이,병원놀이,50004441,"33,685",4202
50004442,출산/육아,완구/매트,역할놀이/소꿉놀이,소꿉놀이,50004442,"142,506",8299
50004445,출산/육아,완구/매트,역할놀이/소꿉놀이,인형유모차,50004445,"12,738",660
50004446,출산/육아,완구/매트,역할놀이/소꿉놀이,주방놀이,50004446,"68,687",8404
50004447,출산/육아,완구/매트,역할놀이/소꿉놀이,쿠킹토이,50004447,"6,295",338
50004448,출산/육아,완구/매트,역할놀이/소꿉놀이,화장놀이,50004448,"64,151",12758
50004449,출산/육아,완구/매트,원목교구/가베,가베,50004449,"30,908",596
50004450,출산/육아,완구/매트,원목교구/가베,도미노,50004450,"22,918",4533
50004451,출산/육아,완구/매트,원목교구/가베,도형쌓기,50004451,"11,883",1555
50004452,출산/육아,완구/매트,원목교구/가베,롤러코스터,50004452,"13,764",1297
50004453,출산/육아,완구/매트,원목교구/가베,셈놀이/숫자놀이판,50004453,"31,587",2249
50004454,출산/육아,완구/매트,원목교구/가베,실꿰기/구슬꿰기,50004454,"18,570",202
50004455,출산/육아,완구/매트,원목교구/가베,원목큐브,50004455,"13,396",8765
50004456,출산/육아,완구/매트,원목교구/가베,하노이탑,50004456,"1,090",26
50004416,출산/육아,완구/매트,유아/어린이자전거,다기능자전거,50004416,"6,783",2525
50005415,출산/육아,완구/매트,유아/어린이자전거,밸런스자전거,50005415,"3,497",1869
50004417,출산/육아,완구/매트,유아/어린이자전거,보조바퀴체인자전거,50004417,"11,286",6915
50004418,출산/육아,완구/매트,유아/어린이자전거,세발자전거,50004418,"8,812",1318
50004467,출산/육아,완구/매트,유아동퍼즐,구슬퍼즐,50004467,"4,494",50
50004475,출산/육아,완구/매트,유아동퍼즐,그림퍼즐,50004475,"54,026",4994
50004648,출산/육아,완구/매트,유아동퍼즐,기타유아동퍼즐,50004648,"87,200",8385
50004468,출산/육아,완구/매트,유아동퍼즐,도형퍼즐/칠교놀이,50004468,"50,980",403
50004474,출산/육아,완구/매트,유아동퍼즐,숫자퍼즐,50004474,"5,996",296
50004469,출산/육아,완구/매트,유아동퍼즐,원목/꼭지퍼즐,50004469,"55,942",6921
50004470,출산/육아,완구/매트,유아동퍼즐,종이/입체퍼즐,50004470,"182,536",15932
50004471,출산/육아,완구/매트,유아동퍼즐,직소퍼즐/액자,50004471,"118,786",2343
50004473,출산/육아,완구/매트,유아동퍼즐,큐브/소마큐브,50004473,"61,458",24283
50004484,출산/육아,완구/매트,음악/악기놀이,기타음악/악기놀이,50004484,"51,990",8817
50004476,출산/육아,완구/매트,음악/악기놀이,나팔,50004476,"1,686",153
50004477,출산/육아,완구/매트,음악/악기놀이,드럼,50004477,"15,081",3460
50004478,출산/육아,완구/매트,음악/악기놀이,마이크/노래방,50004478,"9,729",1203
50004479,출산/육아,완구/매트,음악/악기놀이,멜로디언/키보드,50004479,"6,083",203
50004480,출산/육아,완구/매트,음악/악기놀이,실로폰,50004480,"19,265",3090
50004481,출산/육아,완구/매트,음악/악기놀이,악기세트,50004481,"14,871",1218
50004649,출산/육아,완구/매트,음악/악기놀이,타악기,50004649,"4,247",409
50004482,출산/육아,완구/매트,음악/악기놀이,피아노,50004482,"15,329",3870
50004464,출산/육아,완구/매트,자연/과학완구,곤충학습,50004464,"40,054",8532
50004457,출산/육아,완구/매트,자연/과학완구,공룡,50004457,"89,675",16932
50004459,출산/육아,완구/매트,자연/과학완구,과학상자,50004459,"114,129",3528
50004460,출산/육아,완구/매트,자연/과학완구,기초로봇,50004460,"22,866",4467
50004458,출산/육아,완구/매트,자연/과학완구,동물학습,50004458,"63,240",5484
50004461,출산/육아,완구/매트,자연/과학완구,망원경,50004461,"16,792",1433
50004462,출산/육아,완구/매트,자연/과학완구,물로켓/고무동력기,50004462,"18,949",2143
50004463,출산/육아,완구/매트,자연/과학완구,식물학습,50004463,"5,090",43
50004466,출산/육아,완구/매트,자연/과학완구,현미경,50004466,"7,252",1132
50004209,출산/육아,완구/매트,작동완구,기차,50004209,"52,367",15888
50004642,출산/육아,완구/매트,작동완구,기타작동완구,50004642,"135,203",24517
50004208,출산/육아,완구/매트,작동완구,동물작동완구,50004208,"58,361",12475
50004210,출산/육아,완구/매트,작동완구,로봇,50004210,"202,880",36755
50004211,출산/육아,완구/매트,작동완구,로봇강아지,50004211,"3,611",2623
50009362,출산/육아,완구/매트,작동완구,메카드시리즈,50009362,"14,325",176
50004213,출산/육아,완구/매트,작동완구,비행기,50004213,"35,448",10917
50004216,출산/육아,완구/매트,작동완구,오토바이,50004216,"7,416",4231
50004212,출산/육아,완구/매트,작동완구,자동차,50004212,"501,516",163553
50004217,출산/육아,완구/매트,작동완구,장난감총,50004217,"48,306",16036
50006843,출산/육아,완구/매트,작동완구,팽이,50006843,"52,805",18482
50004218,출산/육아,완구/매트,작동완구,헬기,50004218,"8,928",1649
50000343,출산/육아,완구/매트,캐릭터카드/딱지,,50000343,"335,646",80959
50000695,출산/육아,외출용품,기저귀가방,,50000695,"58,180",34821
50000704,출산/육아,외출용품,기타외출용품,,50000704,"9,683",2397
50000702,출산/육아,외출용품,망토/워머,,50000702,"4,026",427
50000703,출산/육아,외출용품,미아방지용품,,50000703,"6,548",608
50000701,출산/육아,외출용품,슬링,,50000701,"2,292",673
50000692,출산/육아,외출용품,아기띠,,50000692,"9,272",1554
50000694,출산/육아,외출용품,아기띠침받이,,50000694,"1,464",23
50000693,출산/육아,외출용품,아기띠쿨러/패드,,50000693,84,18
50000698,출산/육아,외출용품,포대기/처네,,50000698,"19,749",3569
50000697,출산/육아,외출용품,힙시트,,50000697,"4,504",2067
50000610,출산/육아,위생/건강용품,기저귀휴지통,,50000610,"3,770",891
50000611,출산/육아,위생/건강용품,분통/파우더통,,50000611,195,121
50000608,출산/육아,위생/건강용품,유아마스크,,50000608,"94,621",9368
50000603,출산/육아,위생/건강용품,유아면봉,,50000603,"16,118",659
50000601,출산/육아,위생/건강용품,유아변기/커버,,50000601,"31,273",10821
50000606,출산/육아,위생/건강용품,유아손세정제,,50000606,"15,551",517
50000604,출산/육아,위생/건강용품,유아손톱가위/손톱깎이,,50000604,"25,279",5662
50000612,출산/육아,위생/건강용품,유아이발용품,,50000612,"7,320",1808
50000624,출산/육아,위생/건강용품,유아항균팩,,50000624,"2,783",39
50000613,출산/육아,위생/건강용품,제균스프레이,,50000613,"4,281",146
50000614,출산/육아,위생/건강용품,콧물흡입기,,50000614,"3,883",1003
50000615,출산/육아,위생/건강용품,키재기,,50000615,"16,198",2853
50000616,출산/육아,위생/건강용품,투약기,,50000616,319,48
50000617,출산/육아,위생/건강용품,해열시트,,50000617,"4,148",215
50005406,출산/육아,유모차,쌍둥이용,,50005406,"1,676",945
50005407,출산/육아,유모차,유모차/카시트 세트,,50005407,"3,196",947
50003875,출산/육아,유모차,유모차용품,기타유모차용품,50003875,"24,528",14040
50003868,출산/육아,유모차,유모차용품,유모차걸이,50003868,"9,537",3187
50003873,출산/육아,유모차,유모차용품,유모차목쿠션/블랭킷,50003873,"3,714",822
50003866,출산/육아,유모차,유모차용품,유모차보호대/안전바,50003866,784,446
50003864,출산/육아,유모차,유모차용품,유모차시트,50003864,"8,036",2061
50003871,출산/육아,유모차,유모차용품,유모차장난감,50003871,"7,004",2444
50003867,출산/육아,유모차,유모차용품,유모차정리망/정리함,50003867,"9,890",3824
50003865,출산/육아,유모차,유모차용품,유모차커버,50003865,"18,131",6639
50003870,출산/육아,유모차,유모차용품,유모차풋머프,50003870,634,433
50005303,출산/육아,유모차,유모차용품,유모차햇빛가리개,50005303,"3,570",1931
50003872,출산/육아,유모차,유모차용품,유모차홀더,50003872,"6,072",1769
50000687,출산/육아,유모차,절충형/디럭스형,,50000687,"6,715",2654
50000686,출산/육아,유모차,초경량/휴대용,,50000686,"6,834",3113
50000473,출산/육아,유아가구,기저귀정리함,,50000473,"10,245",1323
50000476,출산/육아,유아가구,기타유아가구,,50000476,"19,147",435
50000590,출산/육아,유아가구,유아공부상,,50000590,"2,545",75
50000592,출산/육아,유아가구,유아소파,,50000592,"15,092",5735
50000598,출산/육아,유아가구,유아옷걸이,,50000598,"10,119",2496
50000591,출산/육아,유아가구,유아의자,,50000591,"7,266",1707
50000593,출산/육아,유아가구,유아이유식의자,,50000593,"25,868",9423
50000589,출산/육아,유아가구,유아책상,,50000589,"10,336",1125
50000587,출산/육아,유아가구,유아침대,,50000587,"35,486",23399
50000600,출산/육아,유아가구,장난감정리함,,50000600,"27,669",4222
50007129,출산/육아,유아동 주얼리,귀걸이,,50007129,"2,332",826
50007128,출산/육아,유아동 주얼리,목걸이,,50007128,"18,460",1779
50007132,출산/육아,유아동 주얼리,순금돌반지,,50007132,"11,150",146
50007133,출산/육아,유아동 주얼리,순금주얼리,,50007133,"6,134",185
50007134,출산/육아,유아동 주얼리,주얼리세트,,50007134,"2,750",168
50007130,출산/육아,유아동 주얼리,팔찌,,50007130,"9,888",1314
50007131,출산/육아,유아동 주얼리,펜던트,,50007131,"2,283",1713
50007138,출산/육아,유아동언더웨어/잠옷,내의/내복,,50007138,"566,511",4964
50007139,출산/육아,유아동언더웨어/잠옷,러닝,,50007139,"90,890",1033
50007142,출산/육아,유아동언더웨어/잠옷,러닝팬티세트,,50007142,"14,430",1416
50007145,출산/육아,유아동언더웨어/잠옷,배변훈련팬티,,50007145,"5,136",709
50007141,출산/육아,유아동언더웨어/잠옷,브라,,50007141,"74,848",1957
50007143,출산/육아,유아동언더웨어/잠옷,브라팬티세트,,50007143,"34,846",109
50007144,출산/육아,유아동언더웨어/잠옷,속치마/속바지,,50007144,"4,656",211
