카테고리번호,대분류,중분류,소분류,세분류,카테고리, 네이버상품수량 ,해외직구수량
50003307,가구/인테리어,DIY자재/용품,가구부속품,가구다리,50003307,"134,937",44130
50003308,가구/인테리어,DIY자재/용품,가구부속품,가구바퀴,50003308,"68,931",36170
50003309,가구/인테리어,DIY자재/용품,가구부속품,경첩/꺽쇠/자석철물류,50003309,"412,398",152139
50003314,가구/인테리어,DIY자재/용품,가구부속품,기타가구부속품,50003314,"729,363",397962
50003310,가구/인테리어,DIY자재/용품,가구부속품,나사/못,50003310,"76,946",39468
50003311,가구/인테리어,DIY자재/용품,가구부속품,로프/철망,50003311,"13,504",4739
50003312,가구/인테리어,DIY자재/용품,가구부속품,서랍레일,50003312,"21,233",8773
50003313,가구/인테리어,DIY자재/용품,가구부속품,소켓/옷걸이봉,50003313,"36,483",5817
50001066,가구/인테리어,DIY자재/용품,데코스티커,,50001066,"1,208,770",270124
50008228,가구/인테리어,DIY자재/용품,리모델링,싱크대,50008228,"104,390",55836
50008208,가구/인테리어,DIY자재/용품,리모델링,욕실/바스,50008208,"20,381",9605
50008188,가구/인테리어,DIY자재/용품,리모델링,중문,50008188,"20,710",5430
50008848,가구/인테리어,DIY자재/용품,리모델링,창문/창호/새시,50008848,"19,126",11024
50001060,가구/인테리어,DIY자재/용품,목재,,50001060,"157,346",25416
50001064,가구/인테리어,DIY자재/용품,몰딩,,50001064,"88,072",27561
50003321,가구/인테리어,DIY자재/용품,바닥재,기타바닥재,50003321,"40,949",11580
50003315,가구/인테리어,DIY자재/용품,바닥재,마루,50003315,"41,229",18148
50003316,가구/인테리어,DIY자재/용품,바닥재,매트류,50003316,"123,223",34792
50003317,가구/인테리어,DIY자재/용품,바닥재,온돌마루,50003317,"1,410",679
50003318,가구/인테리어,DIY자재/용품,바닥재,인조잔디,50003318,"67,703",34604
50003319,가구/인테리어,DIY자재/용품,바닥재,장판,50003319,"18,720",7150
50003320,가구/인테리어,DIY자재/용품,바닥재,필름난방,50003320,"15,594",4612
50001061,가구/인테리어,DIY자재/용품,반제품,,50001061,"56,438",9415
50003328,가구/인테리어,DIY자재/용품,벽지,기타벽지,50003328,"110,266",37513
50003327,가구/인테리어,DIY자재/용품,벽지,띠벽지,50003327,"7,277",4871
50003325,가구/인테리어,DIY자재/용품,벽지,뮤럴벽지,50003325,"54,122",25212
50003324,가구/인테리어,DIY자재/용품,벽지,실크벽지,50003324,"51,949",15584
50003326,가구/인테리어,DIY자재/용품,벽지,포인트벽지,50003326,"120,089",80963
50003323,가구/인테리어,DIY자재/용품,벽지,합지벽지,50003323,"44,511",9400
50001062,가구/인테리어,DIY자재/용품,손잡이,,50001062,"721,247",249003
50003691,가구/인테리어,DIY자재/용품,시트지,단색시트지,50003691,"158,490",12101
50003690,가구/인테리어,DIY자재/용품,시트지,무늬목시트지,50003690,"69,145",2495
50003694,가구/인테리어,DIY자재/용품,시트지,뮤럴시트지,50003694,"82,249",755
50003693,가구/인테리어,DIY자재/용품,시트지,아이방시트지,50003693,"5,575",685
50003696,가구/인테리어,DIY자재/용품,시트지,유리용시트지,50003696,"776,534",35201
50003329,가구/인테리어,DIY자재/용품,시트지,타일시트지,50003329,"98,958",17706
50003692,가구/인테리어,DIY자재/용품,시트지,포인트시트지,50003692,"576,766",72227
50001067,가구/인테리어,DIY자재/용품,접착제/보수용품,,50001067,"177,590",39314
50007146,가구/인테리어,DIY자재/용품,타일,도기질타일,50007146,"14,894",3365
50003322,가구/인테리어,DIY자재/용품,타일,스텐타일,50003322,"1,146",86
50003684,가구/인테리어,DIY자재/용품,타일,아트타일,50003684,"20,587",12694
50003685,가구/인테리어,DIY자재/용품,타일,우드타일,50003685,"2,118",611
50003686,가구/인테리어,DIY자재/용품,타일,유리타일,50003686,"5,046",2373
50003687,가구/인테리어,DIY자재/용품,타일,자기질타일,50003687,"82,070",24827
50003688,가구/인테리어,DIY자재/용품,타일,접착식타일,50003688,"37,787",18332
50003689,가구/인테리어,DIY자재/용품,타일,카페트타일,50003689,"16,844",6963
50001063,가구/인테리어,DIY자재/용품,파벽돌,,50001063,"11,413",4392
50001065,가구/인테리어,DIY자재/용품,패널,,50001065,"23,878",8865
50001310,가구/인테리어,거실가구,TV거실장,,50001310,"656,470",148879
50003242,가구/인테리어,거실가구,소파,가죽소파,50003242,"160,613",89872
50003245,가구/인테리어,거실가구,소파,리클라이너소파,50003245,"102,744",71971
50003248,가구/인테리어,거실가구,소파,벤치소파,50003248,"72,089",62139
50003250,가구/인테리어,거실가구,소파,빈백,50003250,"124,834",105260
50003247,가구/인테리어,거실가구,소파,소파베드,50003247,"104,883",80041
50003249,가구/인테리어,거실가구,소파,수납소파,50003249,"33,660",20249
50003243,가구/인테리어,거실가구,소파,인조가죽소파,50003243,"82,359",32718
50003246,가구/인테리어,거실가구,소파,좌식소파,50003246,"60,207",47380
50003244,가구/인테리어,거실가구,소파,패브릭소파,50003244,"369,302",233033
50009000,가구/인테리어,거실가구,소파,흙/돌소파,50009000,"35,430",108
50001311,가구/인테리어,거실가구,장식장,,50001311,"247,954",135052
50003251,가구/인테리어,거실가구,테이블,거실테이블,50003251,"633,289",391617
50003253,가구/인테리어,거실가구,테이블,사이드테이블,50003253,"614,850",424886
50003254,가구/인테리어,거실가구,테이블,접이식테이블,50003254,"193,756",103828
50003304,가구/인테리어,서재/사무용가구,사무/교구용가구,교구용가구/소품,50003304,"48,464",18690
50003306,가구/인테리어,서재/사무용가구,사무/교구용가구,기타사무/교구용가구,50003306,"89,031",57354
50003298,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용소파,50003298,"56,316",18821
50003300,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용수납가구,50003300,"66,087",14445
50003299,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,50003299,"691,841",179040
50003296,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용책상,50003296,"259,312",109398
50003297,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용책장,50003297,"109,497",16217
50003302,가구/인테리어,서재/사무용가구,사무/교구용가구,캐비닛,50003302,"108,845",55076
50003301,가구/인테리어,서재/사무용가구,사무/교구용가구,파티션,50003301,"142,083",27777
50003305,가구/인테리어,서재/사무용가구,사무/교구용가구,학원/학교책걸상,50003305,"25,942",9492
50003303,가구/인테리어,서재/사무용가구,사무/교구용가구,회의테이블,50003303,"159,193",43359
50003294,가구/인테리어,서재/사무용가구,의자,간이/접이식의자,50003294,"167,319",74502
50003683,가구/인테리어,서재/사무용가구,의자,목받침의자,50003683,"109,263",72162
50003266,가구/인테리어,서재/사무용가구,의자,스툴,50003266,"371,434",244200
50003291,가구/인테리어,서재/사무용가구,의자,안락의자,50003291,"127,768",103125
50003295,가구/인테리어,서재/사무용가구,의자,의자발받침대,50003295,"75,743",33773
50003682,가구/인테리어,서재/사무용가구,의자,인테리어의자,50003682,"885,146",489887
50003264,가구/인테리어,서재/사무용가구,의자,일반의자,50003264,"187,634",59374
50003265,가구/인테리어,서재/사무용가구,의자,좌식의자,50003265,"115,929",70323
50003293,가구/인테리어,서재/사무용가구,의자,하이팩의자,50003293,"5,109",3126
50003292,가구/인테리어,서재/사무용가구,의자,흔들의자,50003292,"126,558",119723
50001347,가구/인테리어,서재/사무용가구,책꽂이,,50001347,"209,955",69045
50003677,가구/인테리어,서재/사무용가구,책상,2인용 책상,50003677,"17,791",6647
50003263,가구/인테리어,서재/사무용가구,책상,h형 책상,50003263,"41,280",9148
50003680,가구/인테리어,서재/사무용가구,책상,독서실책상,50003680,"36,043",21432
50003681,가구/인테리어,서재/사무용가구,책상,삼나무/원목책상,50003681,"36,436",15796
50007169,가구/인테리어,서재/사무용가구,책상,스탠딩책상,50007169,"64,000",49796
50003675,가구/인테리어,서재/사무용가구,책상,일자형 책상,50003675,"279,878",85095
50003676,가구/인테리어,서재/사무용가구,책상,좌식책상,50003676,"64,890",16887
50003695,가구/인테리어,서재/사무용가구,책상,책상소품,50003695,"55,616",32181
50003678,가구/인테리어,서재/사무용가구,책상,컴퓨터책상,50003678,"218,968",121701
50003679,가구/인테리어,서재/사무용가구,책상,코너형책상,50003679,"27,873",18104
50001346,가구/인테리어,서재/사무용가구,책장,,50001346,"558,462",149539
50000980,가구/인테리어,솜류,방석솜,,50000980,"3,842",457
50003503,가구/인테리어,솜류,베개솜/속통,거위털/오리털베개솜,50003503,"16,696",8629
50003504,가구/인테리어,솜류,베개솜/속통,마이크로화이바베개솜,50003504,"10,254",1099
50003502,가구/인테리어,솜류,베개솜/속통,양모베개솜,50003502,"3,185",1081
50003501,가구/인테리어,솜류,베개솜/속통,일반베개솜,50003501,"44,130",6298
50003505,가구/인테리어,솜류,요솜/매트솜,견면요솜,50003505,"1,910",96
50003506,가구/인테리어,솜류,요솜/매트솜,목화요솜,50003506,899,397
50003509,가구/인테리어,솜류,이불솜,거위털/오리털이불솜,50003509,"38,510",16969
50003510,가구/인테리어,솜류,이불솜,마이크로화이바이불솜,50003510,"3,306",838
50003508,가구/인테리어,솜류,이불솜,양모이불솜,50003508,"7,478",6487
50003507,가구/인테리어,솜류,이불솜,일반이불솜,50003507,"16,481",5286
50000979,가구/인테리어,솜류,쿠션솜,,50000979,"10,614",1099
50001325,가구/인테리어,수납가구,CD/DVD장,,50001325,"26,273",19620
50001323,가구/인테리어,수납가구,고가구,,50001323,"35,828",25630
50001322,가구/인테리어,수납가구,공간박스,,50001322,"250,428",23084
50001324,가구/인테리어,수납가구,나비장,,50001324,"4,335",3830
50001321,가구/인테리어,수납가구,선반,,50001321,"1,090,341",461783
50001330,가구/인테리어,수납가구,소품수납함,,50001330,"593,337",406051
50001320,가구/인테리어,수납가구,수납장,,50001320,"672,493",290589
50001326,가구/인테리어,수납가구,신발장,,50001326,"364,734",189048
50001327,가구/인테리어,수납가구,우산꽂이,,50001327,"204,716",116706
50001328,가구/인테리어,수납가구,잡지꽂이,,50001328,"115,946",73590
50001329,가구/인테리어,수납가구,코너장,,50001329,"65,445",53105
50001319,가구/인테리어,수납가구,행거,,50001319,"1,014,739",394984
50000851,가구/인테리어,수예,기타수예,,50000851,"154,910",89708
50003658,가구/인테리어,수예,뜨개질,뜨개질바늘,50003658,"40,304",16624
50003657,가구/인테리어,수예,뜨개질,뜨개질실,50003657,"113,712",49629
50003660,가구/인테리어,수예,뜨개질,완제품,50003660,"7,543",1233
50003659,가구/인테리어,수예,뜨개질,패키지,50003659,"82,169",25846
50006874,가구/인테리어,수예,보석십자수,,50006874,"386,480",155919
50000850,가구/인테리어,수예,수예용품/부자재,,50000850,"1,180,776",604478
50000849,가구/인테리어,수예,원단,,50000849,"714,311",271953
50003661,가구/인테리어,수예,자수,도안,50003661,"59,418",6526
50003663,가구/인테리어,수예,자수,실/바늘,50003663,"55,154",22189
50003665,가구/인테리어,수예,자수,완제품,50003665,"12,282",8543
50003662,가구/인테리어,수예,자수,원단,50003662,"18,588",6560
50003664,가구/인테리어,수예,자수,패키지,50003664,"117,537",39357
50003666,가구/인테리어,수예,퀼트/펠트,도안,50003666,"5,311",524
50003669,가구/인테리어,수예,퀼트/펠트,완제품,50003669,"18,999",11265
50003667,가구/인테리어,수예,퀼트/펠트,원단,50003667,"40,783",2414
50003668,가구/인테리어,수예,퀼트/펠트,패키지,50003668,"135,850",49518
50001339,가구/인테리어,아동/주니어가구,서랍장,,50001339,"12,619",3300
50001342,가구/인테리어,아동/주니어가구,소파,,50001342,"12,872",10293
50001344,가구/인테리어,아동/주니어가구,소품가구,,50001344,"31,293",23251
50001340,가구/인테리어,아동/주니어가구,수납장,,50001340,"15,486",6815
50001345,가구/인테리어,아동/주니어가구,아동침실세트,,50001345,478,147
50001337,가구/인테리어,아동/주니어가구,옷장,,50001337,"48,725",5130
50001341,가구/인테리어,아동/주니어가구,의자,,50001341,"15,588",9457
50001336,가구/인테리어,아동/주니어가구,책꽂이,,50001336,"7,505",2728
50001332,가구/인테리어,아동/주니어가구,책상,,50001332,"37,123",16827
50001333,가구/인테리어,아동/주니어가구,책상의자,,50001333,"14,151",7225
50001334,가구/인테리어,아동/주니어가구,책상의자세트,,50001334,"15,773",7553
50001335,가구/인테리어,아동/주니어가구,책장,,50001335,"30,020",13937
50003671,가구/인테리어,아동/주니어가구,침대,벙커침대,50003671,"41,025",25929
50003672,가구/인테리어,아동/주니어가구,침대,이단침대,50003672,765,233
50003673,가구/인테리어,아동/주니어가구,침대,이층침대,50003673,"17,249",3590
50003262,가구/인테리어,아동/주니어가구,침대,일반침대,50003262,"49,490",23765
50001338,가구/인테리어,아동/주니어가구,행거,,50001338,"8,786",1790
50001059,가구/인테리어,아웃도어가구,기타아웃도어가구,,50001059,"207,292",156940
50001058,가구/인테리어,아웃도어가구,야외벤치,,50001058,"62,189",54124
50001055,가구/인테리어,아웃도어가구,야외의자,,50001055,"241,003",141062
50001054,가구/인테리어,아웃도어가구,야외테이블,,50001054,"267,383",177494
50001056,가구/인테리어,아웃도어가구,정원그네,,50001056,"91,469",82991
50001057,가구/인테리어,아웃도어가구,정자,,50001057,"14,936",12930
50000968,가구/인테리어,인테리어소품,기타장식용품,,50000968,"4,422,910",3146390
50000965,가구/인테리어,인테리어소품,냉장고자석,,50000965,"108,099",50979
50000963,가구/인테리어,인테리어소품,도어벨,,50000963,"146,001",49036
50000964,가구/인테리어,인테리어소품,디자인문패,,50000964,"1,381,597",71284
50006788,가구/인테리어,인테리어소품,미술작품,공예디자인,50006788,"59,864",11826
50006313,가구/인테리어,인테리어소품,미술작품,사진작품,50006313,"5,756",1579
50006312,가구/인테리어,인테리어소품,미술작품,아트포스터,50006312,"229,843",44562
50007190,가구/인테리어,인테리어소품,미술작품,조각,50007190,"49,416",41714
50006311,가구/인테리어,인테리어소품,미술작품,판화,50006311,"8,681",168
50006310,가구/인테리어,인테리어소품,미술작품,회화,50006310,"49,564",4028
50003330,가구/인테리어,인테리어소품,스탠드,단스탠드,50003330,"516,380",293876
50003331,가구/인테리어,인테리어소품,스탠드,장스탠드,50003331,"250,810",163700
50003343,가구/인테리어,인테리어소품,시계,벽시계,50003343,"1,548,928",519491
50003345,가구/인테리어,인테리어소품,시계,스탠드시계,50003345,"39,706",28823
50003344,가구/인테리어,인테리어소품,시계,알람/탁상시계,50003344,"533,559",230484
50003357,가구/인테리어,인테리어소품,아로마/캔들용품,기타아로마/캔들용품,50003357,"286,343",138324
50006876,가구/인테리어,인테리어소품,아로마/캔들용품,석고방향제만들기,50006876,"15,114",2750
50003355,가구/인테리어,인테리어소품,아로마/캔들용품,아로마램프/오일,50003355,"63,250",19367
50003356,가구/인테리어,인테리어소품,아로마/캔들용품,아로마방향제/디퓨저,50003356,"327,685",62887
50003353,가구/인테리어,인테리어소품,아로마/캔들용품,초/향초,50003353,"299,136",106346
50003354,가구/인테리어,인테리어소품,아로마/캔들용품,촛대/홀더,50003354,"324,942",220437
50006875,가구/인테리어,인테리어소품,아로마/캔들용품,캔들만들기,50006875,"35,922",16251
50003347,가구/인테리어,인테리어소품,액자,벽걸이액자,50003347,"618,717",93021
50003352,가구/인테리어,인테리어소품,액자,액자세트,50003352,"373,102",8308
50003349,가구/인테리어,인테리어소품,액자,캐릭터액자,50003349,"7,574",2678
50003346,가구/인테리어,인테리어소품,액자,탁상용액자,50003346,"324,894",40619
50003348,가구/인테리어,인테리어소품,액자,파티션액자,50003348,"5,078",2374
50003350,가구/인테리어,인테리어소품,액자,퍼즐/그림/사진액자,50003350,"2,915,338",761572
50003351,가구/인테리어,인테리어소품,액자,포토보드/집게,50003351,"18,658",2518
50000966,가구/인테리어,인테리어소품,앤틱소품,,50000966,"148,607",88437
50001076,가구/인테리어,인테리어소품,오르골,,50001076,"221,174",136083
50000962,가구/인테리어,인테리어소품,우체통,,50000962,"108,065",61468
50000961,가구/인테리어,인테리어소품,워터볼,,50000961,"43,912",18368
50001074,가구/인테리어,인테리어소품,인터폰박스,,50001074,"8,356",2413
50001075,가구/인테리어,인테리어소품,인테리어분수,,50001075,"114,844",102594
50001073,가구/인테리어,인테리어소품,인테리어창문,,50001073,"16,479",13993
50001072,가구/인테리어,인테리어소품,인테리어파티션,,50001072,"150,693",109188
50001070,가구/인테리어,인테리어소품,장식미니어처,,50001070,"470,409",235550
50001069,가구/인테리어,인테리어소품,장식인형,,50001069,"938,711",623675
50000967,가구/인테리어,인테리어소품,전통공예소품,,50000967,"178,875",72575
50007247,가구/인테리어,인테리어소품,조명,LED모듈,50007247,"484,787",396902
50003334,가구/인테리어,인테리어소품,조명,거실조명,50003334,"566,469",346131
50003332,가구/인테리어,인테리어소품,조명,벽등,50003332,"521,018",324913
50003336,가구/인테리어,인테리어소품,조명,분수등,50003336,"14,622",12897
50003333,가구/인테리어,인테리어소품,조명,샹들리에,50003333,"357,115",323505
50003335,가구/인테리어,인테리어소품,조명,야외조명,50003335,"751,010",591336
50003338,가구/인테리어,인테리어소품,조명,욕실조명,50003338,"24,181",5301
50003340,가구/인테리어,인테리어소품,조명,인테리어조명,50003340,"3,183,803",2382953
50003341,가구/인테리어,인테리어소품,조명,전구,50003341,"667,696",387931
50003337,가구/인테리어,인테리어소품,조명,주방조명,50003337,"335,029",112161
50003339,가구/인테리어,인테리어소품,조명,현관조명,50003339,"105,864",24307
50003342,가구/인테리어,인테리어소품,조명,형광등,50003342,"71,889",18224
50001071,가구/인테리어,인테리어소품,화병,,50001071,"574,323",348760
50001317,가구/인테리어,주방가구,그릇장/컵보드,,50001317,"73,150",56473
50001318,가구/인테리어,주방가구,기타주방가구,,50001318,"478,409",442490
50001313,가구/인테리어,주방가구,레인지대,,50001313,"266,151",63715
50003258,가구/인테리어,주방가구,식탁/의자,레인지대겸용식탁,50003258,"32,017",5417
50003255,가구/인테리어,주방가구,식탁/의자,식탁세트,50003255,"347,028",147863
50003260,가구/인테리어,주방가구,식탁/의자,식탁의자,50003260,"295,056",148107
50003256,가구/인테리어,주방가구,식탁/의자,식탁테이블,50003256,"479,954",236857
50003257,가구/인테리어,주방가구,식탁/의자,아일랜드식탁,50003257,"152,897",69158
50003261,가구/인테리어,주방가구,식탁/의자,아일랜드식탁의자,50003261,"263,397",162601
50001315,가구/인테리어,주방가구,왜건/카트,,50001315,"216,376",137235
50001316,가구/인테리어,주방가구,주방수납장,,50001316,"405,429",112152
50000976,가구/인테리어,침구단품,기타침구단품,,50000976,"114,839",54408
50000973,가구/인테리어,침구단품,담요,,50000973,"399,043",232652
50003473,가구/인테리어,침구단품,매트/침대커버,더블/퀸/킹매트커버,50003473,"69,748",18970
50003471,가구/인테리어,침구단품,매트/침대커버,더블/퀸/킹침대커버,50003471,"30,024",19147
50003472,가구/인테리어,침구단품,매트/침대커버,싱글/슈퍼싱글매트커버,50003472,"95,223",39027
50003470,가구/인테리어,침구단품,매트/침대커버,싱글/슈퍼싱글침대커버,50003470,"44,143",14495
50000974,가구/인테리어,침구단품,무릎담요,,50000974,"163,093",42923
50003474,가구/인테리어,침구단품,베개,계절베개,50003474,"177,872",67306
50003475,가구/인테리어,침구단품,베개,라텍스베개,50003475,"59,618",34730
50003476,가구/인테리어,침구단품,베개,메모리폼베개,50003476,"93,374",47101
50003477,가구/인테리어,침구단품,베개,베개커버,50003477,"262,730",60578
50003478,가구/인테리어,침구단품,베개,베개커버세트,50003478,"11,121",4801
50000969,가구/인테리어,침구단품,스프레드,,50000969,"61,324",9118
50003481,가구/인테리어,침구단품,요,요세트,50003481,"16,738",3973
50003482,가구/인테리어,침구단품,요,요커버,50003482,"13,003",496
50000972,가구/인테리어,침구단품,이불커버,,50000972,"121,671",56754
50000975,가구/인테리어,침구단품,전기매트커버,,50000975,"6,406",261
50000970,가구/인테리어,침구단품,차렵이불,,50000970,"438,933",88557
50007048,가구/인테리어,침구단품,토퍼,,50007048,"106,337",43318
50007049,가구/인테리어,침구단품,토퍼커버,,50007049,"3,387",318
50003480,가구/인테리어,침구단품,패드,더블/퀸/킹패드,50003480,"109,664",3845
50003479,가구/인테리어,침구단품,패드,싱글/슈퍼싱글패드,50003479,"70,179",5171
50000971,가구/인테리어,침구단품,홑이불,,50000971,"90,083",17615
50003489,가구/인테리어,침구세트,매트커버세트,더블/퀸매트커버세트,50003489,"23,933",9955
50003488,가구/인테리어,침구세트,매트커버세트,슈퍼싱글매트커버세트,50003488,"4,031",480
50003487,가구/인테리어,침구세트,매트커버세트,싱글매트커버세트,50003487,"5,475",1407
50003490,가구/인테리어,침구세트,매트커버세트,킹매트커버세트,50003490,"2,347",303
50003499,가구/인테리어,침구세트,요이불세트,1인용,50003499,"9,854",5998
50003500,가구/인테리어,침구세트,요이불세트,2/3인용,50003500,"9,572",5218
50003493,가구/인테리어,침구세트,이불베개세트,더블/퀸이불베개세트,50003493,"195,226",56870
50003492,가구/인테리어,침구세트,이불베개세트,슈퍼싱글이불베개세트,50003492,"99,656",7270
50003491,가구/인테리어,침구세트,이불베개세트,싱글이불베개세트,50003491,"121,555",43159
50003494,가구/인테리어,침구세트,이불베개세트,킹이불베개세트,50003494,"22,344",11228
50003497,가구/인테리어,침구세트,이불패드세트,더블/퀸이불패드세트,50003497,"59,021",6656
50003496,가구/인테리어,침구세트,이불패드세트,슈퍼싱글이불패드세트,50003496,"26,281",496
50003495,가구/인테리어,침구세트,이불패드세트,싱글이불패드세트,50003495,"43,399",7659
50003498,가구/인테리어,침구세트,이불패드세트,킹이불패드세트,50003498,"14,427",2297
50003485,가구/인테리어,침구세트,침대커버세트,더블/퀸침대커버세트,50003485,"39,168",14121
50003484,가구/인테리어,침구세트,침대커버세트,슈퍼싱글침대커버세트,50003484,"9,514",1923
50003483,가구/인테리어,침구세트,침대커버세트,싱글침대커버세트,50003483,"21,063",5934
50003486,가구/인테리어,침구세트,침대커버세트,킹침대커버세트,50003486,"6,123",4166
50000977,가구/인테리어,침구세트,한실예단세트,,50000977,"15,351",884
50003237,가구/인테리어,침실가구,거울,벽걸이거울,50003237,"248,462",124903
50003240,가구/인테리어,침실가구,거울,손거울,50003240,"136,749",37980
50003238,가구/인테리어,침실가구,거울,전신거울,50003238,"234,184",147898
50003239,가구/인테리어,침실가구,거울,탁상거울,50003239,"268,254",143819
50003224,가구/인테리어,침실가구,매트리스,더블매트리스,50003224,"47,270",27021
50003223,가구/인테리어,침실가구,매트리스,슈퍼싱글매트리스,50003223,"62,080",12191
50003222,가구/인테리어,침실가구,매트리스,싱글매트리스,50003222,"140,055",54372
50003225,가구/인테리어,침실가구,매트리스,퀸매트리스,50003225,"52,936",8725
50003226,가구/인테리어,침실가구,매트리스,킹매트리스,50003226,"22,477",2063
50001308,가구/인테리어,침실가구,부부테이블,,50001308,"21,385",12991
50007189,가구/인테리어,침실가구,서랍장,,50007189,"534,449",129393
50003231,가구/인테리어,침실가구,장롱/붙박이장,드레스룸,50003231,"81,830",9393
50003229,가구/인테리어,침실가구,장롱/붙박이장,붙박이장,50003229,"66,726",16841
50003227,가구/인테리어,침실가구,장롱/붙박이장,옷장,50003227,"242,435",60407
50003228,가구/인테리어,침실가구,장롱/붙박이장,장롱,50003228,"103,452",20632
50003230,가구/인테리어,침실가구,장롱/붙박이장,틈새옷장,50003230,"30,281",10478
50003212,가구/인테리어,침실가구,침대,더블침대,50003212,"14,615",5874
50003219,가구/인테리어,침실가구,침대,돌침대,50003219,"63,514",156
50007069,가구/인테리어,침실가구,침대,모션베드,50007069,"24,921",11679
50003221,가구/인테리어,침실가구,침대,베드벤치,50003221,"58,543",27683
50003211,가구/인테리어,침실가구,침대,슈퍼싱글침대,50003211,"119,850",6475
50003210,가구/인테리어,침실가구,침대,싱글침대,50003210,"30,435",14615
50003217,가구/인테리어,침실가구,침대,이단침대,50003217,859,474
50003216,가구/인테리어,침실가구,침대,이층침대,50003216,"58,982",50375
50003218,가구/인테리어,침실가구,침대,접이식침대,50003218,"84,156",70288
50003215,가구/인테리어,침실가구,침대,침대프레임,50003215,"407,245",148814
50003213,가구/인테리어,침실가구,침대,퀸침대,50003213,"113,869",13237
50003214,가구/인테리어,침실가구,침대,킹침대,50003214,"27,638",6571
50006200,가구/인테리어,침실가구,침대,패밀리침대,50006200,"43,392",12320
50003220,가구/인테리어,침실가구,침대,흙침대,50003220,"55,240",56
50001309,가구/인테리어,침실가구,침실세트,,50001309,"17,173",8773
50001307,가구/인테리어,침실가구,협탁,,50001307,"383,672",246335
50003232,가구/인테리어,침실가구,화장대,일반화장대,50003232,"384,224",204469
50003234,가구/인테리어,침실가구,화장대,좌식화장대,50003234,"43,189",22502
50003233,가구/인테리어,침실가구,화장대,콘솔,50003233,"155,223",84535
50003236,가구/인테리어,침실가구,화장대,화장대의자,50003236,"96,506",68067
50003235,가구/인테리어,침실가구,화장대,화장품정리함,50003235,"376,325",199884
50000983,가구/인테리어,카페트/러그,대자리,,50000983,"65,190",23037
50000981,가구/인테리어,카페트/러그,러그,,50000981,"999,136",602879
50000982,가구/인테리어,카페트/러그,발매트,,50000982,"977,842",446436
50000984,가구/인테리어,카페트/러그,왕골자리,,50000984,"20,198",5193
50003511,가구/인테리어,카페트/러그,카페트,면/극세사카페트,50003511,"262,240",134639
50003513,가구/인테리어,카페트/러그,카페트,원목/우드카페트,50003513,"3,809",2430
50003512,가구/인테리어,카페트/러그,카페트,파일카페트,50003512,"26,848",11419
50000852,가구/인테리어,카페트/러그,쿨매트,,50000852,"99,707",52498
50000864,가구/인테리어,커튼/블라인드,대나무발,,50000864,"31,797",21877
50000857,가구/인테리어,커튼/블라인드,로만셰이드,,50000857,"2,841",1410
50000861,가구/인테리어,커튼/블라인드,롤스크린,,50000861,"66,197",28119
50000862,가구/인테리어,커튼/블라인드,바란스,,50000862,"199,337",74228
50000860,가구/인테리어,커튼/블라인드,버티컬,,50000860,"3,126",930
50000859,가구/인테리어,커튼/블라인드,블라인드,,50000859,"77,981",47142
50000865,가구/인테리어,커튼/블라인드,비즈발,,50000865,"6,805",4756
50000853,가구/인테리어,커튼/블라인드,실커튼,,50000853,"9,802",8154
50000866,가구/인테리어,커튼/블라인드,자바라,,50000866,"2,225",1575
50000863,가구/인테리어,커튼/블라인드,캐노피,,50000863,"107,640",95395
50000858,가구/인테리어,커튼/블라인드,커튼/로만세트,,50000858,"33,199",19239
50003514,가구/인테리어,커튼/블라인드,커튼,거실용커튼,50003514,"471,170",223789
50003515,가구/인테리어,커튼/블라인드,커튼,창문용커튼,50003515,"89,081",49381
50003516,가구/인테리어,커튼/블라인드,커튼,커튼링/봉,50003516,"102,912",37625
50000867,가구/인테리어,커튼/블라인드,커튼액세서리,,50000867,"60,815",40842
50006168,가구/인테리어,커튼/블라인드,콤비블라인드,,50006168,"31,240",7570
50003641,가구/인테리어,홈데코,주방데코,기타주방데코,50003641,"91,128",50868
50003526,가구/인테리어,홈데코,주방데코,러너,50003526,"111,835",55711
50003524,가구/인테리어,홈데코,주방데코,식탁매트,50003524,"442,587",182281
50003522,가구/인테리어,홈데코,주방데코,식탁보,50003522,"443,927",270134
50003523,가구/인테리어,홈데코,주방데코,식탁보세트,50003523,"4,117",3375
50003527,가구/인테리어,홈데코,주방데코,앞치마,50003527,"845,819",315438
50003525,가구/인테리어,홈데코,주방데코,의자커버,50003525,"233,423",101323
50003640,가구/인테리어,홈데코,주방데코,주방장갑,50003640,"94,664",38485
50003521,가구/인테리어,홈데코,커버류,기타커버류,50003521,"177,950",112971
50003517,가구/인테리어,홈데코,커버류,소파커버/패드,50003517,"320,793",167921
50003518,가구/인테리어,홈데코,커버류,에어컨커버,50003518,"87,652",40368
50003520,가구/인테리어,홈데코,커버류,피아노커버,50003520,"25,032",23512
50003643,가구/인테리어,홈데코,쿠션/방석,계절방석,50003643,"64,182",15867
50003644,가구/인테리어,홈데코,쿠션/방석,기능성방석,50003644,"77,569",28893
